Ticker,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
EEM, 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0288 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 , 0.0384 
KEMP, 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0072 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0108 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 
KWEB, 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0096 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0144 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 , 0.0192 
KFYP, 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0066 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0099 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 , 0.0132 
AGG, 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.2080 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1600 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 , 0.1120 
IGOV, 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1300 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.1000 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 , 0.0700 
VTIP, 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0520 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0400 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 , 0.0280 
EMB, 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 
KCNY, 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0325 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0250 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 , 0.0175 
HYG, 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0975 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0750 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 , 0.0525 
HHYX, 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0650 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0500 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 , 0.0350 
